physician_id,npi,first_name,last_name,specialty,territory_id,city,state,years_in_practice,medical_school
PH-0805,2798623984,Tyler,Jones,General Practice,T-035,South Carlland,VT,33,Mejia Inc Medical School
PH-0806,5464754895,Samantha,Wyatt,Internal Medicine,T-016,Dixonfurt,WV,34,"Lawrence, Castro and Fleming Medical School"
PH-0807,9927517588,Christina,Brown,Family Practice,T-040,Sarahport,PA,28,"Perez, Mcintosh and Nguyen Medical School"
PH-0808,3935435864,Joseph,Coleman,Pulmonology,T-006,Port Chloe,WY,9,Pham Ltd Medical School
PH-0809,4358853798,Glenn,Hardy,Pulmonology,T-001,Danielleborough,PA,8,"Greer, White and Holland Medical School"
PH-0810,7536749785,Dustin,Obrien,Cardiology,T-003,Davidfurt,GU,4,"Riggs, Smith and Lopez Medical School"
PH-0811,4778948963,Joseph,Jarvis,Geriatrics,T-038,Larsonfort,NE,15,Edwards-Taylor Medical School
PH-0812,1500141884,David,Davis,Internal Medicine,T-035,Harrisshire,AR,14,Rodriguez PLC Medical School
PH-0813,4463339994,Sarah,Gomez,Emergency Medicine,T-017,East Andrew,OR,39,Farmer-Jackson Medical School
PH-0814,6389021994,Lisa,Martinez,Oncology,T-013,Port Richard,IA,15,Lynch-Mcclain Medical School
PH-0815,3410346996,Sean,Hall,Internal Medicine,T-033,South Jennifermouth,FL,6,"Beasley, Jefferson and Christensen Medical School"
PH-0816,0843768550,Victor,Gilbert,Pulmonology,T-023,Obrienstad,FL,27,"Jones, Hood and Vega Medical School"
PH-0817,2633556434,Rachel,Gray,Family Practice,T-038,Yushire,IA,14,"Wolfe, Chavez and Mcbride Medical School"
PH-0818,6955607676,Christopher,Scott,Geriatrics,T-008,West Michael,KS,35,Moore-Robinson Medical School
PH-0819,9898306503,Christopher,Moon,Family Practice,T-014,New Heatherton,KS,20,Fox LLC Medical School
PH-0820,7242642364,Garrett,Jones,Cardiology,T-040,New Brettburgh,LA,24,"Harrison, Henderson and Jackson Medical School"
PH-0821,0391114281,Kimberly,Tran,Cardiology,T-038,Jenniferberg,ND,23,Sanchez Inc Medical School
PH-0822,5248088062,Gary,Harrison,Internal Medicine,T-019,East Michelle,MP,3,Berry-Ramirez Medical School
PH-0823,3721329016,Derek,Mitchell,Rheumatology,T-009,Byrdfurt,OH,28,"Barber, Oneal and Owens Medical School"
PH-0824,8599648628,Michaela,Martinez,Cardiology,T-007,East Charlesstad,MP,14,Wilson-Strong Medical School
PH-0825,6645057303,Ryan,Little,Gastroenterology,T-019,South Michelle,WY,14,"Taylor, Leon and Sanders Medical School"
PH-0826,2037476775,Nicole,Ford,Internal Medicine,T-036,Moyerbury,FL,40,"Livingston, Phillips and Brown Medical School"
PH-0827,7661945887,Billy,Jarvis,Internal Medicine,T-009,Jonesmouth,ID,33,Weeks-Martin Medical School
PH-0828,1284008385,Andrew,Powell,Family Practice,T-025,Reedmouth,LA,14,Williams-Black Medical School
PH-0829,1776808981,Yolanda,Hernandez,Nephrology,T-035,Riveramouth,VA,14,"Reid, Thomas and Gill Medical School"
PH-0830,3196463004,Alexander,Anderson,Rheumatology,T-004,Hudsonchester,AS,4,Simmons PLC Medical School
PH-0831,4301204713,Taylor,Zavala,Geriatrics,T-002,Wilsonmouth,AS,22,Jensen-Krause Medical School
PH-0832,7498855829,Abigail,Ramirez,Emergency Medicine,T-016,East Lisa,NE,29,Nelson-Case Medical School
PH-0833,4760944128,Jeffrey,Logan,Oncology,T-030,South Rebecca,CT,12,"Daniels, Cox and Newton Medical School"
PH-0834,6954132971,Kimberly,Howe,Nephrology,T-021,South Richardchester,FL,21,Kennedy-Johnson Medical School
PH-0835,5143776936,Russell,Young,Cardiology,T-020,New Linda,MA,37,Harper PLC Medical School
PH-0836,6111102867,Peggy,Michael,Nephrology,T-033,North Aaron,HI,9,Anderson LLC Medical School
PH-0837,5910245109,Christopher,Williams,Emergency Medicine,T-004,Port Sandraburgh,MH,35,Holloway-Henry Medical School
PH-0838,4949819421,Steven,Phelps,Oncology,T-024,Lake Kimberly,NY,32,Crawford and Sons Medical School
PH-0839,4065277584,Kelly,Thornton,Nephrology,T-023,Butlerbury,WY,40,Wade-Clark Medical School
PH-0840,7220109121,Whitney,Martinez,Internal Medicine,T-012,West Kayleemouth,OR,15,Higgins Group Medical School
PH-0841,6189437052,Peter,Reed,Neurology,T-026,North Maureenview,MS,29,Hess Group Medical School
PH-0842,6572565920,Misty,Martin,Internal Medicine,T-021,Robertfort,FM,38,Hernandez-Henson Medical School
PH-0843,3897432600,Crystal,Dawson,Nephrology,T-029,Matthewville,NJ,4,"Harris, Hernandez and Becker Medical School"
PH-0844,8486899936,Kayla,Simon,Pulmonology,T-028,South Tamarashire,OH,28,Ryan-Campos Medical School
PH-0845,0450691767,Robin,Lynch,Internal Medicine,T-012,West Mary,IN,3,Baker-Snow Medical School
PH-0846,0394640830,Jeffrey,Underwood,Pulmonology,T-002,South Aaron,AR,24,Lang LLC Medical School
PH-0847,8860849079,Jason,Stanley,Neurology,T-001,Kimberlybury,MS,8,"Swanson, Thompson and Douglas Medical School"
PH-0848,0615370124,Gary,Carter,Neurology,T-006,Robertchester,IL,22,"Martin, Davis and Huynh Medical School"
PH-0849,4881121031,Kimberly,Bauer,Internal Medicine,T-017,Tammyville,WV,12,Morgan-Mason Medical School
PH-0850,8781794151,Michael,Hughes,Neurology,T-027,New Sierra,VA,8,Bartlett PLC Medical School
PH-0851,1122528837,Vickie,Todd,Internal Medicine,T-001,Anthonyfurt,WY,29,Garcia-Hunt Medical School
PH-0852,6323979137,Angela,Ellis,Family Practice,T-035,Dawnborough,MH,40,Johnson and Sons Medical School
PH-0853,0950556057,Christopher,Cameron,Family Practice,T-020,New Derekfort,OH,13,"Swanson, Peterson and Weber Medical School"
PH-0854,0534864010,Sheila,Ortega,Endocrinology,T-008,Lake Jonathan,MS,20,Ramirez Group Medical School
PH-0855,1851744600,Tina,Murphy,Cardiology,T-026,Port Derrickhaven,PA,39,"York, Cox and Davis Medical School"
PH-0856,4551293913,Brandon,Collins,Oncology,T-009,Port Jennifershire,VI,24,"Payne, Escobar and Barrett Medical School"
PH-0857,1604615402,Casey,Rush,Cardiology,T-017,North Patriciaton,NJ,24,Sullivan-Rodriguez Medical School
PH-0858,2983152291,Crystal,Smith,Endocrinology,T-039,Lake Jean,GA,39,"Bernard, Shields and Hicks Medical School"
PH-0859,6084937830,Russell,Austin,Family Practice,T-011,Leehaven,LA,19,Taylor-Beltran Medical School
PH-0860,6944391649,Tyler,Levine,Family Practice,T-001,Garzaview,UT,40,Ray Ltd Medical School
PH-0861,9132033016,Dean,Robinson,Family Practice,T-012,New Aaronborough,VT,8,Greer Inc Medical School
PH-0862,6153722155,Tiffany,Gray,Emergency Medicine,T-012,Scottborough,PR,33,"Thomas, Price and Lopez Medical School"
PH-0863,3774604067,Eric,Harrington,Oncology,T-039,Lake Stephenport,IL,28,Rodriguez-Mitchell Medical School
PH-0864,4426078197,Michael,Newman,Oncology,T-008,Harrisview,MP,25,Stuart-Nelson Medical School
PH-0865,7372037638,William,Villa,Neurology,T-023,West Jenniferhaven,KS,30,"Garcia, Atkins and Black Medical School"
PH-0866,4601913443,Katherine,Barnett,Internal Medicine,T-023,Lake Tyler,NC,20,Hernandez Inc Medical School
PH-0867,5869507321,Jessica,Le,Pulmonology,T-002,Kingview,OR,4,Fuller Ltd Medical School
PH-0868,9995167933,Mark,Hodge,Family Practice,T-036,Thomasbury,ND,18,Snyder-Jordan Medical School
PH-0869,8011923603,Stuart,Nichols,Cardiology,T-028,North Erinside,NV,40,"Taylor, Rojas and Robinson Medical School"
PH-0870,1040961497,Patricia,Davis,Rheumatology,T-033,New David,AS,12,Moody-Herrera Medical School
PH-0871,3074820736,Paige,Garcia,Cardiology,T-015,New Joshua,NE,39,"Bailey, Kelly and Chavez Medical School"
PH-0872,2019043223,Joan,Oconnor,Family Practice,T-029,Port Jason,DC,10,Murray-Stanley Medical School
PH-0873,3920135462,Hailey,Bass,Family Practice,T-011,South Nicholas,GA,13,Johnson-Thompson Medical School
PH-0874,6112312616,Jermaine,Hess,Cardiology,T-018,Jenniferside,FM,9,"Schmidt, Santana and Vargas Medical School"
PH-0875,9572989376,George,Copeland,Neurology,T-028,Ramirezview,PA,3,Howe Inc Medical School
PH-0876,3646871912,Rachel,Hall,Gastroenterology,T-027,New Timothyshire,VT,2,"Velasquez, Brown and White Medical School"
PH-0877,3230898138,Andrea,Morgan,Endocrinology,T-003,West Joseside,DC,16,Williams Group Medical School
PH-0878,3231829716,Jennifer,Payne,General Practice,T-002,Stevenview,PR,17,Johnson-Cannon Medical School
PH-0879,0001529113,Timothy,Trujillo,Gastroenterology,T-012,Bowersside,SD,35,Brown-Mccoy Medical School
PH-0880,9025561844,Jose,Miller,Family Practice,T-015,New Elizabeth,ND,26,Mitchell-Boyd Medical School
PH-0881,1224890567,Billy,Hamilton,Emergency Medicine,T-031,North Caroltown,TN,25,Blackwell-Gray Medical School
PH-0882,5158482669,David,Gutierrez,Gastroenterology,T-038,Williammouth,MN,28,"Williams, Collins and Jackson Medical School"
PH-0883,9608070633,Robert,Chase,Family Practice,T-018,Montgomerytown,WI,36,"Osborne, Benton and Chase Medical School"
PH-0884,8221040164,Mary,Martinez,Pulmonology,T-009,West Connieview,PR,38,"Thompson, Fry and Jimenez Medical School"
PH-0885,3836381643,Eric,Jones,Hematology,T-034,Montgomeryport,VA,32,Boyd Ltd Medical School
PH-0886,4642036258,Ryan,Garcia,Oncology,T-028,Christopherton,GU,15,Carter-Hendrix Medical School
PH-0887,6255402635,Matthew,Vega,Rheumatology,T-023,Jamestown,TN,40,Harrison LLC Medical School
PH-0888,6448988031,Micheal,Hawkins,Emergency Medicine,T-032,Port Toni,MA,36,"Compton, Owens and Decker Medical School"
PH-0889,0504043333,Tara,Holloway,Family Practice,T-024,Port Alicia,OR,39,Stephenson-Martinez Medical School
PH-0890,3211197871,Amy,Obrien,Endocrinology,T-028,East Brittney,SC,37,"Gonzalez, Robinson and Sullivan Medical School"
PH-0891,5306011987,Katherine,Murphy,Neurology,T-037,Davishaven,PR,1,Maxwell-Cortez Medical School
PH-0892,8002300915,Kimberly,Rodriguez,Family Practice,T-020,Port Carla,AL,19,Barker LLC Medical School
PH-0893,7744916093,Peter,Lynch,Cardiology,T-018,Denniston,CA,28,Munoz-Stokes Medical School
PH-0894,8941843368,Thomas,Massey,Cardiology,T-031,Port Wendy,ID,27,Briggs and Sons Medical School
PH-0895,3998213745,Matthew,Jones,Family Practice,T-038,Sarahport,DC,5,"Herrera, Shepard and Williams Medical School"
PH-0896,5053766608,Heather,Wilson,Endocrinology,T-012,South Kimberly,AK,38,Acevedo Inc Medical School
PH-0897,8356691062,Gail,Jones,Family Practice,T-004,North Stephanie,WI,5,King LLC Medical School
PH-0898,5068826917,Connie,Washington,Internal Medicine,T-024,New Jason,NC,3,Roberts-Mccarty Medical School
PH-0899,1348087354,John,Roy,Hospitalist,T-004,South Brandon,IN,26,"Brooks, Ramsey and Brown Medical School"
PH-0900,5709085991,Linda,Mitchell,Cardiology,T-027,North Jennifer,NV,6,Aguilar-Martin Medical School
PH-0901,9996996489,Katherine,Reese,Rheumatology,T-015,Davishaven,LA,30,Nichols LLC Medical School
PH-0902,9693259140,Kelsey,Clay,Internal Medicine,T-037,East Pamela,CT,37,Combs and Sons Medical School
PH-0903,4266980690,Veronica,Kennedy,Family Practice,T-006,Bowmanmouth,WV,4,Compton-Johnson Medical School
PH-0904,7234838935,Elizabeth,Morrison,General Practice,T-009,Debrahaven,DC,29,"Prince, Sherman and Huff Medical School"
PH-0905,4056129965,Anthony,Ballard,Internal Medicine,T-017,South Brittany,MI,32,"Rhodes, Hamilton and Adams Medical School"
PH-0906,8696561308,Timothy,Simmons,Family Practice,T-004,Port James,NC,5,Duncan-Hooper Medical School
PH-0907,1434682394,Melissa,Nelson,Internal Medicine,T-013,Port Anthonyburgh,NJ,34,Smith Ltd Medical School
PH-0908,8696610168,James,Miller,Internal Medicine,T-023,Port Cheryl,GU,3,Williams Inc Medical School
PH-0909,6809414915,Brian,Russell,Internal Medicine,T-032,Port Crystal,ID,21,"Avery, May and Sims Medical School"
PH-0910,0534407779,Juan,Martin,Family Practice,T-021,Mcclurefurt,WV,11,Powers-Carlson Medical School
PH-0911,5081776029,Holly,Guzman,Nephrology,T-001,Andrewhaven,TX,28,"Baker, Waller and Gonzalez Medical School"
PH-0912,7312552356,Daniel,Stephens,Nephrology,T-035,South Alexburgh,TX,13,Miller and Sons Medical School
PH-0913,0613638527,Tyler,Berry,Neurology,T-011,Nicholasborough,IL,36,Jones-Contreras Medical School
PH-0914,4449029502,Michelle,Carter,Family Practice,T-017,Port Codyview,LA,35,Young and Sons Medical School
PH-0915,4167812778,George,Lopez,Emergency Medicine,T-040,Port Evanland,FM,22,Shannon-Chapman Medical School
PH-0916,2134862985,Jessica,Henry,Nephrology,T-019,Hallchester,VI,37,Baxter PLC Medical School
PH-0917,3182856053,Ashley,Cole,Rheumatology,T-008,South Kristenshire,ND,28,"Fields, Powell and Ho Medical School"
PH-0918,1770673682,Michelle,Smith,Geriatrics,T-037,South Amberland,TN,36,White Ltd Medical School
PH-0919,5521650587,Sharon,Mcdaniel,Emergency Medicine,T-027,Hudsonland,NC,34,"Carrillo, Thompson and Holden Medical School"
PH-0920,2596790898,Kendra,Adams,Gastroenterology,T-012,Hansonside,LA,21,"Parrish, Benton and Martinez Medical School"
PH-0921,0509386948,Tanya,Wong,Rheumatology,T-039,Nicolemouth,PR,28,"Lynch, Spencer and Jones Medical School"
PH-0922,1457887071,Michael,White,Cardiology,T-020,Westfort,ID,12,"Hammond, Douglas and Johnson Medical School"
PH-0923,9746191779,Amanda,Cruz,Hospitalist,T-019,Port Cindy,PW,26,Wagner-Higgins Medical School
PH-0924,2258937085,Erin,Smith,General Practice,T-032,Lake Colleen,IA,6,Williams-Adams Medical School
PH-0925,0566957900,Emily,Jackson,Nephrology,T-036,Port Julie,PR,38,Adams-White Medical School
PH-0926,8679632594,Jacob,Wright,Endocrinology,T-024,Lake Amanda,OK,23,Clarke-Greer Medical School
PH-0927,3389156241,Gabrielle,Moon,Family Practice,T-011,New Kathleen,VA,17,Thompson-Landry Medical School
PH-0928,6292693358,Cathy,Parks,Geriatrics,T-014,East Michellehaven,CT,27,"Page, Wood and Johnson Medical School"
PH-0929,7846850957,Kendra,Mitchell,Family Practice,T-004,Jeffreyborough,ME,7,"Hanson, Rich and English Medical School"
PH-0930,9117972038,Marissa,Cook,Hospitalist,T-009,West Laura,CO,8,Clark-Parker Medical School
PH-0931,5471553132,Michael,Mercado,Geriatrics,T-017,Alvarezhaven,CT,17,Lindsey Group Medical School
PH-0932,5009421410,Kimberly,Thompson,Geriatrics,T-032,Gilbertville,UT,8,"Mills, Hoffman and Jacobs Medical School"
PH-0933,2704523888,Melissa,Bailey,Cardiology,T-038,East Savannah,OH,3,Butler-Sosa Medical School
PH-0934,9867874422,Trevor,Morgan,Family Practice,T-013,Tonyaview,ND,31,"Morgan, Chapman and Oconnell Medical School"
PH-0935,5942824911,Lisa,Patterson,Rheumatology,T-032,Anthonytown,FM,22,Williams LLC Medical School
PH-0936,5393132155,Chad,Smith,Pulmonology,T-003,Timothyhaven,IL,10,"Schultz, Peters and White Medical School"
PH-0937,1444889669,Christine,Moran,Internal Medicine,T-021,South Sylvia,UT,16,Henderson Ltd Medical School
PH-0938,7462025825,Keith,Herring,Oncology,T-024,New Jefferyburgh,VT,35,"Morton, Rodriguez and Anderson Medical School"
PH-0939,1239204910,Nicholas,Smith,Internal Medicine,T-030,New Johnview,NM,35,Harris PLC Medical School
PH-0940,7508276817,Gregory,White,General Practice,T-008,Timothymouth,KS,26,"Mcpherson, Hart and Baker Medical School"
PH-0941,2629052918,Lisa,Bond,Oncology,T-007,Reyesside,IA,30,"Garcia, Brown and Melton Medical School"
PH-0942,7172173373,Sara,Rios,Cardiology,T-001,Port Sara,MD,36,Thompson PLC Medical School
PH-0943,9936216591,Danielle,Young,Oncology,T-001,East Peggy,MD,15,"Cox, Brandt and Clarke Medical School"
PH-0944,8358446177,Jillian,Khan,Internal Medicine,T-040,East Lindsey,LA,8,Mcmahon PLC Medical School
PH-0945,5449791279,Mallory,Valencia,Hematology,T-009,Smithshire,HI,1,Jones-Brown Medical School
PH-0946,3978713752,Bethany,Grant,Geriatrics,T-002,East Edward,AS,40,"Mullins, Garcia and Mcguire Medical School"
PH-0947,6083200487,Catherine,Case,Family Practice,T-034,Stonehaven,VI,14,"Gonzales, Sutton and Steele Medical School"
PH-0948,5852386003,Andre,Spence,Family Practice,T-030,South Deanna,GU,31,"Wyatt, Berry and Rodriguez Medical School"
PH-0949,1523910292,Kimberly,Blair,Cardiology,T-035,Elizabethland,ME,8,Woods Ltd Medical School
PH-0950,8309309671,Jason,Watkins,Cardiology,T-013,New Tammyberg,MO,32,Schultz Ltd Medical School
PH-0951,2132176720,Darius,Wise,Cardiology,T-019,North Danielfurt,CT,38,Gentry Inc Medical School
PH-0952,1907258733,Sara,Francis,Internal Medicine,T-040,North Kelly,ID,17,James-Clark Medical School
PH-0953,0274812421,Christopher,Johnson,Endocrinology,T-016,Garrettberg,MA,38,Ray LLC Medical School
PH-0954,2294620935,Virginia,Bell,Cardiology,T-002,Francoland,AS,26,"Fitzgerald, Smith and Galvan Medical School"
PH-0955,9952970137,David,Hill,Family Practice,T-031,Mcconnellside,MD,34,"Richardson, Parker and Bradshaw Medical School"
PH-0956,3041202706,David,Mendez,Internal Medicine,T-008,Hallfort,KY,23,Jackson PLC Medical School
PH-0957,0716690632,David,Campbell,Emergency Medicine,T-027,West Luisburgh,GU,29,"Welch, Smith and Haynes Medical School"
PH-0958,4030109567,Anne,Tate,Nephrology,T-039,Richardsonport,RI,1,Wood PLC Medical School
PH-0959,5546234712,Mary,King,Endocrinology,T-030,Smithton,OH,13,Hammond PLC Medical School
PH-0960,1030683176,Joshua,Harding,Neurology,T-019,Martinhaven,AZ,25,"Smith, Davis and Acosta Medical School"
PH-0961,5712901507,Christopher,Romero,Internal Medicine,T-017,Chavezbury,AR,23,Marquez-Cook Medical School
PH-0962,0458474362,Danny,Gonzalez,Geriatrics,T-010,New Ryanstad,ND,10,"Rhodes, Griffin and Warner Medical School"
PH-0963,9470318053,Yvonne,Lara,Oncology,T-020,New Richard,GU,32,Weeks-Massey Medical School
PH-0964,6621591832,Holly,Alvarez,Endocrinology,T-028,North Tinafurt,MT,24,Garcia-Hanna Medical School
PH-0965,9011079771,Robin,Johnson,Internal Medicine,T-030,Brendaside,WI,4,"Jones, Espinoza and Todd Medical School"
PH-0966,4905315204,Cheryl,Shaw,Internal Medicine,T-023,Deborahfort,PW,8,Logan-Rice Medical School
PH-0967,7313797166,Carrie,Brady,Internal Medicine,T-031,South Rebeccaville,FL,14,Washington Inc Medical School
PH-0968,7794332562,Jason,Barker,Emergency Medicine,T-034,Brandiville,RI,11,Roman-Jones Medical School
PH-0969,4262037087,Lori,Fernandez,Internal Medicine,T-015,North Christopher,AR,31,Guerrero Ltd Medical School
PH-0970,0418135998,Caitlin,Dyer,Internal Medicine,T-029,Lesterville,CO,26,Estes-Simon Medical School
PH-0971,8894801864,Kevin,Taylor,Gastroenterology,T-022,South Staceystad,NC,38,"Mclaughlin, Hall and Mcgrath Medical School"
PH-0972,8570820048,Brandon,Wells,Emergency Medicine,T-024,Estradaburgh,MP,8,James Inc Medical School
PH-0973,4961128794,Lacey,Greene,Cardiology,T-005,Castrohaven,FL,29,Barber-Myers Medical School
PH-0974,7040953141,Kristy,Henderson,Hospitalist,T-001,Ronaldfort,MH,19,"May, Thompson and Mitchell Medical School"
PH-0975,8835651796,Hunter,Bowman,Nephrology,T-034,Milesport,MP,4,"Bennett, Payne and Le Medical School"
PH-0976,9604784217,Alexander,Hoffman,Hematology,T-015,South Douglasstad,OR,13,Petersen Group Medical School
PH-0977,4882089348,Ricardo,Horton,Family Practice,T-006,New Blake,NE,12,Mercer Group Medical School
PH-0978,7287991609,Marissa,Davis,Pulmonology,T-017,East Yolandaville,OR,23,"Wright, Guerrero and Benitez Medical School"
PH-0979,2361337605,Jacob,Wright,Family Practice,T-033,Manuelhaven,CT,27,Cook-Greer Medical School
PH-0980,0254472419,Connor,Stewart,Geriatrics,T-010,Port Jamesport,KY,23,French Group Medical School
PH-0981,6177182498,Ashley,Payne,Internal Medicine,T-013,New Ambertown,VI,37,Murray-Arnold Medical School
PH-0982,1417468135,Cindy,Ellison,Hospitalist,T-011,Valentineside,NE,17,"Alvarado, Williamson and Herman Medical School"
PH-0983,9698748694,Haley,Delacruz,Pulmonology,T-025,Matthewview,MD,30,"Williams, Martinez and Taylor Medical School"
PH-0984,9207536051,Chad,Miller,Internal Medicine,T-020,East Marissaside,WV,19,"Aguirre, Clark and Edwards Medical School"
PH-0985,6218945590,Nicholas,Smith,Neurology,T-037,New Dianashire,ME,17,Evans PLC Medical School
PH-0986,4204664896,Ryan,Jenkins,Family Practice,T-039,Kristinaview,GA,28,Wilkins LLC Medical School
PH-0987,5657758097,Kimberly,Parker,Geriatrics,T-035,Tamiborough,WY,18,"Trujillo, Johnson and Anderson Medical School"
PH-0988,5466226540,Daniel,Chen,Neurology,T-035,Jeremyton,AL,7,"Frederick, Coleman and Foley Medical School"
PH-0989,1224276774,Richard,Gallagher,Hematology,T-018,South Anthonyland,HI,37,Fletcher-Garcia Medical School
PH-0990,5848860080,Daniel,Chapman,Oncology,T-031,Olsonfort,OH,2,Gonzalez Inc Medical School
